subno,loss,gain,response,condition,resp
37,14,28,reject,40.20,0
37,14,32,accept,40.20,1
37,14,36,accept,40.20,1
37,14,40,accept,40.20,1
37,16,12,reject,40.20,0
37,16,16,reject,40.20,0
37,16,20,reject,40.20,0
37,16,24,reject,40.20,0
37,16,28,reject,40.20,0
37,16,32,reject,40.20,0
37,16,36,accept,40.20,1
37,16,40,reject,40.20,0
37,18,12,reject,40.20,0
37,18,16,reject,40.20,0
37,18,20,reject,40.20,0
37,18,24,reject,40.20,0
37,18,28,reject,40.20,0
37,18,32,reject,40.20,0
37,18,36,reject,40.20,0
37,18,40,accept,40.20,1
37,20,12,reject,40.20,0
37,20,16,reject,40.20,0
37,20,20,reject,40.20,0
37,20,24,reject,40.20,0
37,20,28,reject,40.20,0
37,20,32,reject,40.20,0
37,20,36,reject,40.20,0
37,20,40,reject,40.20,0
18,12,6,reject,20.40,0
18,12,8,accept,20.40,1
18,12,10,accept,20.40,1
18,12,12,accept,20.40,1
18,12,14,accept,20.40,1
18,12,16,accept,20.40,1
18,12,18,accept,20.40,1
18,12,20,accept,20.40,1
18,16,6,reject,20.40,0
18,16,8,reject,20.40,0
18,16,10,reject,20.40,0
18,16,12,accept,20.40,1
18,16,14,accept,20.40,1
18,16,16,accept,20.40,1
18,16,18,accept,20.40,1
18,16,20,accept,20.40,1
18,20,6,reject,20.40,0
18,20,8,reject,20.40,0
18,20,10,reject,20.40,0
18,20,12,reject,20.40,0
18,20,14,reject,20.40,0
18,20,16,accept,20.40,1
18,20,18,accept,20.40,1
18,20,20,accept,20.40,1
18,24,6,reject,20.40,0
18,24,8,reject,20.40,0
18,24,10,reject,20.40,0
18,24,12,reject,20.40,0
18,24,14,reject,20.40,0
18,24,16,accept,20.40,1
18,24,18,accept,20.40,1
18,24,20,accept,20.40,1
18,28,6,reject,20.40,0
18,28,8,reject,20.40,0
18,28,10,reject,20.40,0
18,28,12,reject,20.40,0
18,28,14,reject,20.40,0
18,28,16,reject,20.40,0
18,28,18,reject,20.40,0
18,28,20,reject,20.40,0
18,32,6,reject,20.40,0
18,32,8,reject,20.40,0
18,32,10,reject,20.40,0
18,32,12,reject,20.40,0
18,32,14,reject,20.40,0
18,32,16,reject,20.40,0
18,32,18,reject,20.40,0
18,32,20,reject,20.40,0
18,36,6,reject,20.40,0
18,36,8,reject,20.40,0
18,36,10,reject,20.40,0
18,36,12,reject,20.40,0
18,36,14,reject,20.40,0
18,36,16,reject,20.40,0
18,36,18,reject,20.40,0
18,36,20,reject,20.40,0
18,40,6,reject,20.40,0
18,40,8,reject,20.40,0
18,40,10,reject,20.40,0
18,40,12,reject,20.40,0
18,40,14,reject,20.40,0
18,40,16,reject,20.40,0
18,40,18,reject,20.40,0
18,40,20,reject,20.40,0
38,12,6,accept,20.40,1
38,12,8,accept,20.40,1
38,12,10,accept,20.40,1
38,12,12,accept,20.40,1
38,12,14,reject,20.40,0
38,12,16,reject,20.40,0
38,12,18,accept,20.40,1
38,12,20,reject,20.40,0
38,16,6,accept,20.40,1
38,16,8,reject,20.40,0
38,16,10,accept,20.40,1
38,16,12,accept,20.40,1
38,16,14,reject,20.40,0
38,16,16,accept,20.40,1
38,16,18,reject,20.40,0
38,16,20,accept,20.40,1
38,20,6,reject,20.40,0
38,20,8,accept,20.40,1
38,20,10,accept,20.40,1
38,20,12,accept,20.40,1
38,20,14,accept,20.40,1
38,20,16,accept,20.40,1
38,20,18,reject,20.40,0
38,20,20,accept,20.40,1
38,24,6,accept,20.40,1
38,24,8,accept,20.40,1
38,24,10,accept,20.40,1
38,24,12,accept,20.40,1
38,24,14,reject,20.40,0
38,24,16,accept,20.40,1
38,24,18,accept,20.40,1
38,24,20,accept,20.40,1
38,28,6,accept,20.40,1
38,28,8,reject,20.40,0
38,28,10,accept,20.40,1
38,28,12,accept,20.40,1
38,28,14,reject,20.40,0
38,28,16,reject,20.40,0
38,28,18,reject,20.40,0
38,28,20,reject,20.40,0
38,32,6,reject,20.40,0
38,32,8,reject,20.40,0
38,32,10,accept,20.40,1
38,32,12,accept,20.40,1
38,32,14,reject,20.40,0
38,32,16,reject,20.40,0
38,32,18,accept,20.40,1
38,32,20,reject,20.40,0
38,36,6,accept,20.40,1
38,36,8,reject,20.40,0
38,36,10,accept,20.40,1
38,36,12,accept,20.40,1
38,36,14,accept,20.40,1
38,36,16,accept,20.40,1
38,36,18,accept,20.40,1
38,36,20,accept,20.40,1
38,40,6,reject,20.40,0
38,40,8,accept,20.40,1
38,40,10,accept,20.40,1
38,40,12,accept,20.40,1
38,40,14,reject,20.40,0
38,40,16,reject,20.40,0
38,40,18,reject,20.40,0
38,40,20,accept,20.40,1
19,12,12,accept,40.40,1
19,12,16,reject,40.40,0
19,12,20,reject,40.40,0
19,12,24,reject,40.40,0
19,12,28,reject,40.40,0
19,12,32,reject,40.40,0
19,12,36,reject,40.40,0
19,12,40,reject,40.40,0
19,16,12,reject,40.40,0
19,16,16,accept,40.40,1
19,16,20,reject,40.40,0
19,16,24,reject,40.40,0
19,16,28,reject,40.40,0
19,16,32,reject,40.40,0
19,16,36,reject,40.40,0
19,16,40,reject,40.40,0
19,20,12,reject,40.40,0
19,20,16,reject,40.40,0
19,20,20,reject,40.40,0
19,20,24,reject,40.40,0
19,20,28,reject,40.40,0
19,20,32,reject,40.40,0
19,20,36,reject,40.40,0
19,20,40,reject,40.40,0
19,24,12,reject,40.40,0
19,24,16,reject,40.40,0
19,24,20,reject,40.40,0
19,24,24,reject,40.40,0
19,24,28,reject,40.40,0
19,24,32,reject,40.40,0
19,24,36,reject,40.40,0
19,24,40,reject,40.40,0
19,28,12,reject,40.40,0
19,28,16,reject,40.40,0
19,28,20,reject,40.40,0
19,28,24,reject,40.40,0
19,28,28,reject,40.40,0
19,28,32,reject,40.40,0
19,28,36,reject,40.40,0
19,28,40,reject,40.40,0
19,32,12,reject,40.40,0
19,32,16,reject,40.40,0
19,32,20,reject,40.40,0
19,32,24,reject,40.40,0
19,32,28,reject,40.40,0
19,32,32,reject,40.40,0
19,32,36,reject,40.40,0
19,32,40,reject,40.40,0
19,36,12,reject,40.40,0
19,36,16,reject,40.40,0
19,36,20,reject,40.40,0
19,36,24,reject,40.40,0
19,36,28,reject,40.40,0
19,36,32,reject,40.40,0
19,36,36,reject,40.40,0
19,36,40,reject,40.40,0
19,40,12,reject,40.40,0
19,40,16,reject,40.40,0
19,40,20,reject,40.40,0
19,40,24,reject,40.40,0
19,40,28,reject,40.40,0
19,40,32,reject,40.40,0
19,40,36,reject,40.40,0
19,40,40,reject,40.40,0
39,12,12,accept,40.40,1
39,12,16,reject,40.40,0
39,12,20,reject,40.40,0
39,12,24,accept,40.40,1
39,12,28,accept,40.40,1
39,12,32,accept,40.40,1
39,12,36,accept,40.40,1
39,12,40,accept,40.40,1
39,16,12,reject,40.40,0
39,16,16,reject,40.40,0
39,16,20,reject,40.40,0
39,16,24,accept,40.40,1
39,16,28,accept,40.40,1
39,16,32,accept,40.40,1
39,16,36,accept,40.40,1
39,16,40,accept,40.40,1
39,20,12,reject,40.40,0
39,20,16,reject,40.40,0
39,20,20,reject,40.40,0
39,20,24,reject,40.40,0
39,20,28,accept,40.40,1
39,20,32,reject,40.40,0
39,20,36,accept,40.40,1
39,20,40,accept,40.40,1
39,24,12,reject,40.40,0
39,24,16,reject,40.40,0
39,24,20,reject,40.40,0
39,24,24,reject,40.40,0
39,24,28,reject,40.40,0
39,24,32,reject,40.40,0
39,24,36,reject,40.40,0
39,24,40,accept,40.40,1
39,28,12,reject,40.40,0
39,28,16,reject,40.40,0
39,28,20,reject,40.40,0
39,28,24,reject,40.40,0
39,28,28,reject,40.40,0
39,28,32,reject,40.40,0
39,28,36,reject,40.40,0
39,28,40,reject,40.40,0
39,32,12,reject,40.40,0
39,32,16,reject,40.40,0
39,32,20,reject,40.40,0
39,32,24,reject,40.40,0
39,32,28,reject,40.40,0
39,32,32,reject,40.40,0
39,32,36,reject,40.40,0
39,32,40,reject,40.40,0
39,36,12,reject,40.40,0
39,36,16,reject,40.40,0
39,36,20,reject,40.40,0
39,36,24,reject,40.40,0
39,36,28,reject,40.40,0
39,36,32,reject,40.40,0
39,36,36,reject,40.40,0
39,36,40,reject,40.40,0
39,40,12,reject,40.40,0
39,40,16,reject,40.40,0
39,40,20,reject,40.40,0
39,40,24,reject,40.40,0
39,40,28,reject,40.40,0
39,40,32,reject,40.40,0
39,40,36,reject,40.40,0
39,40,40,reject,40.40,0
40,6,6,reject,20.20,0
40,6,8,reject,20.20,0
40,6,10,reject,20.20,0
40,6,12,reject,20.20,0
40,6,14,accept,20.20,1
40,6,16,accept,20.20,1
40,6,18,accept,20.20,1
40,6,20,accept,20.20,1
40,8,6,reject,20.20,0
40,8,8,reject,20.20,0
40,8,10,reject,20.20,0
40,8,12,reject,20.20,0
40,8,14,reject,20.20,0
40,8,16,reject,20.20,0
40,8,18,reject,20.20,0
40,8,20,accept,20.20,1
40,10,6,reject,20.20,0
40,10,8,reject,20.20,0
40,10,10,reject,20.20,0
40,10,12,reject,20.20,0
40,10,14,reject,20.20,0
40,10,16,reject,20.20,0
40,10,18,reject,20.20,0
40,10,20,accept,20.20,1
40,12,6,reject,20.20,0
40,12,8,reject,20.20,0
40,12,10,reject,20.20,0
40,12,12,reject,20.20,0
40,12,14,reject,20.20,0
40,12,16,reject,20.20,0
40,12,18,reject,20.20,0
40,12,20,reject,20.20,0
40,14,6,reject,20.20,0
40,14,8,reject,20.20,0
40,14,10,reject,20.20,0
40,14,12,reject,20.20,0
40,14,14,reject,20.20,0
40,14,16,reject,20.20,0
40,14,18,reject,20.20,0
40,14,20,reject,20.20,0
40,16,6,reject,20.20,0
40,16,8,reject,20.20,0
40,16,10,reject,20.20,0
40,16,12,reject,20.20,0
40,16,14,reject,20.20,0
40,16,16,reject,20.20,0
40,16,18,reject,20.20,0
40,16,20,reject,20.20,0
40,18,6,reject,20.20,0
40,18,8,reject,20.20,0
40,18,10,reject,20.20,0
40,18,12,reject,20.20,0
40,18,14,reject,20.20,0
40,18,16,reject,20.20,0
40,18,18,reject,20.20,0
40,18,20,reject,20.20,0
40,20,6,reject,20.20,0
40,20,8,reject,20.20,0
40,20,10,reject,20.20,0
40,20,12,reject,20.20,0
40,20,14,reject,20.20,0
40,20,16,reject,20.20,0
40,20,18,reject,20.20,0
40,20,20,reject,20.20,0
42,12,6,reject,20.40,0
42,12,8,reject,20.40,0
42,12,10,accept,20.40,1
42,12,12,accept,20.40,1
42,12,14,accept,20.40,1
42,12,16,accept,20.40,1
42,12,18,accept,20.40,1
42,12,20,accept,20.40,1
42,16,6,reject,20.40,0
42,16,8,reject,20.40,0
42,16,10,reject,20.40,0
42,16,12,reject,20.40,0
42,16,14,reject,20.40,0
42,16,16,reject,20.40,0
42,16,18,accept,20.40,1
42,16,20,accept,20.40,1
42,20,6,reject,20.40,0
42,20,8,reject,20.40,0
42,20,10,reject,20.40,0
42,20,12,reject,20.40,0
42,20,14,reject,20.40,0
42,20,16,reject,20.40,0
42,20,18,accept,20.40,1
42,20,20,reject,20.40,0
42,24,6,reject,20.40,0
42,24,8,reject,20.40,0
42,24,10,reject,20.40,0
42,24,12,reject,20.40,0
42,24,14,reject,20.40,0
42,24,16,reject,20.40,0
42,24,18,reject,20.40,0
42,24,20,reject,20.40,0
42,28,6,reject,20.40,0
42,28,8,reject,20.40,0
42,28,10,reject,20.40,0
42,28,12,reject,20.40,0
42,28,14,reject,20.40,0
42,28,16,reject,20.40,0
42,28,18,reject,20.40,0
42,28,20,reject,20.40,0
42,32,6,reject,20.40,0
42,32,8,reject,20.40,0
42,32,10,reject,20.40,0
42,32,12,reject,20.40,0
42,32,14,reject,20.40,0
42,32,16,reject,20.40,0
42,32,18,reject,20.40,0
42,32,20,reject,20.40,0
42,36,6,reject,20.40,0
42,36,8,reject,20.40,0
42,36,10,reject,20.40,0
42,36,12,reject,20.40,0
42,36,14,reject,20.40,0
42,36,16,reject,20.40,0
42,36,18,reject,20.40,0
42,36,20,reject,20.40,0
42,40,6,reject,20.40,0
42,40,8,reject,20.40,0
42,40,10,reject,20.40,0
42,40,12,reject,20.40,0
42,40,14,reject,20.40,0
42,40,16,reject,20.40,0
42,40,18,reject,20.40,0
42,40,20,reject,20.40,0
41,6,12,reject,40.20,0
41,6,16,accept,40.20,1
41,6,20,accept,40.20,1
41,6,24,accept,40.20,1
41,6,28,accept,40.20,1
41,6,32,accept,40.20,1
41,6,36,accept,40.20,1
41,6,40,accept,40.20,1
41,8,12,reject,40.20,0
41,8,16,accept,40.20,1
41,8,20,accept,40.20,1
41,8,24,accept,40.20,1
41,8,28,accept,40.20,1
41,8,32,accept,40.20,1
41,8,36,accept,40.20,1
41,8,40,accept,40.20,1
41,10,12,reject,40.20,0
41,10,16,accept,40.20,1
41,10,20,accept,40.20,1
41,10,24,accept,40.20,1
41,10,28,accept,40.20,1
41,10,32,accept,40.20,1
41,10,36,accept,40.20,1
41,10,40,accept,40.20,1
41,12,12,reject,40.20,0
41,12,16,reject,40.20,0
41,12,20,reject,40.20,0
41,12,24,reject,40.20,0
41,12,28,reject,40.20,0
41,12,32,accept,40.20,1
41,12,36,accept,40.20,1
41,12,40,accept,40.20,1
41,14,12,reject,40.20,0
41,14,16,reject,40.20,0
41,14,20,reject,40.20,0
41,14,24,reject,40.20,0
41,14,28,reject,40.20,0
41,14,32,accept,40.20,1
41,14,36,accept,40.20,1
41,14,40,accept,40.20,1
41,16,12,reject,40.20,0
41,16,16,reject,40.20,0
41,16,20,reject,40.20,0
41,16,24,accept,40.20,1
41,16,28,reject,40.20,0
41,16,32,accept,40.20,1
41,16,36,accept,40.20,1
41,16,40,accept,40.20,1
41,18,12,reject,40.20,0
41,18,16,reject,40.20,0
41,18,20,reject,40.20,0
41,18,24,reject,40.20,0
41,18,28,reject,40.20,0
41,18,32,accept,40.20,1
41,18,36,accept,40.20,1
41,18,40,accept,40.20,1
41,20,12,reject,40.20,0
41,20,16,reject,40.20,0
41,20,20,reject,40.20,0
41,20,24,reject,40.20,0
41,20,28,reject,40.20,0
41,20,32,reject,40.20,0
41,20,36,accept,40.20,1
41,20,40,accept,40.20,1
43,12,12,reject,40.40,0
43,12,16,accept,40.40,1
43,12,20,accept,40.40,1
43,12,24,accept,40.40,1
43,12,28,accept,40.40,1
43,12,32,accept,40.40,1
43,12,36,accept,40.40,1
43,12,40,accept,40.40,1
43,16,12,reject,40.40,0
43,16,16,reject,40.40,0
43,16,20,accept,40.40,1
43,16,24,accept,40.40,1
43,16,28,accept,40.40,1
43,16,32,accept,40.40,1
43,16,36,accept,40.40,1
43,16,40,accept,40.40,1
43,20,12,reject,40.40,0
43,20,16,reject,40.40,0
43,20,20,reject,40.40,0
43,20,24,accept,40.40,1
43,20,28,accept,40.40,1
43,20,32,accept,40.40,1
43,20,36,accept,40.40,1
43,20,40,accept,40.40,1
43,24,12,reject,40.40,0
43,24,16,reject,40.40,0
43,24,20,reject,40.40,0
43,24,24,reject,40.40,0
43,24,28,accept,40.40,1
43,24,32,accept,40.40,1
43,24,36,accept,40.40,1
43,24,40,accept,40.40,1
43,28,12,reject,40.40,0
43,28,16,reject,40.40,0
43,28,20,reject,40.40,0
43,28,24,reject,40.40,0
43,28,28,reject,40.40,0
43,28,32,accept,40.40,1
43,28,36,accept,40.40,1
43,28,40,accept,40.40,1
43,32,12,reject,40.40,0
43,32,16,reject,40.40,0
43,32,20,reject,40.40,0
43,32,24,reject,40.40,0
43,32,28,reject,40.40,0
43,32,32,reject,40.40,0
43,32,36,accept,40.40,1
43,32,40,accept,40.40,1
43,36,12,reject,40.40,0
43,36,16,reject,40.40,0
43,36,20,reject,40.40,0
43,36,24,reject,40.40,0
43,36,28,reject,40.40,0
43,36,32,accept,40.40,1
43,36,36,reject,40.40,0
43,36,40,accept,40.40,1
43,40,12,reject,40.40,0
43,40,16,reject,40.40,0
43,40,20,reject,40.40,0
43,40,24,reject,40.40,0
43,40,28,reject,40.40,0
43,40,32,reject,40.40,0
43,40,36,reject,40.40,0
43,40,40,accept,40.40,1
44,6,6,reject,20.20,0
44,6,8,accept,20.20,1
44,6,10,accept,20.20,1
44,6,12,accept,20.20,1
44,6,14,accept,20.20,1
44,6,16,accept,20.20,1
44,6,18,accept,20.20,1
44,6,20,accept,20.20,1
44,8,6,accept,20.20,1
44,8,8,accept,20.20,1
44,8,10,accept,20.20,1
44,8,12,accept,20.20,1
44,8,14,accept,20.20,1
44,8,16,accept,20.20,1
44,8,18,accept,20.20,1
44,8,20,accept,20.20,1
44,10,6,reject,20.20,0
44,10,8,reject,20.20,0
44,10,10,reject,20.20,0
44,10,12,accept,20.20,1
44,10,14,accept,20.20,1
44,10,16,accept,20.20,1
44,10,18,reject,20.20,0
44,10,20,accept,20.20,1
44,12,6,reject,20.20,0
44,12,8,reject,20.20,0
44,12,10,reject,20.20,0
44,12,12,reject,20.20,0
44,12,14,accept,20.20,1
44,12,16,accept,20.20,1
44,12,18,accept,20.20,1
44,12,20,accept,20.20,1
44,14,6,reject,20.20,0
44,14,8,reject,20.20,0
44,14,10,reject,20.20,0
44,14,12,reject,20.20,0
44,14,14,reject,20.20,0
44,14,16,reject,20.20,0
44,14,18,accept,20.20,1
44,14,20,reject,20.20,0
44,16,6,reject,20.20,0
44,16,8,reject,20.20,0
44,16,10,reject,20.20,0
44,16,12,accept,20.20,1
44,16,14,accept,20.20,1
44,16,16,reject,20.20,0
44,16,18,accept,20.20,1
44,16,20,accept,20.20,1
44,18,6,reject,20.20,0
44,18,8,accept,20.20,1
44,18,10,reject,20.20,0
44,18,12,reject,20.20,0
44,18,14,reject,20.20,0
44,18,16,accept,20.20,1
44,18,18,accept,20.20,1
44,18,20,accept,20.20,1
44,20,6,reject,20.20,0
44,20,8,reject,20.20,0
44,20,10,reject,20.20,0
44,20,12,reject,20.20,0
44,20,14,reject,20.20,0
44,20,16,accept,20.20,1
44,20,18,reject,20.20,0
44,20,20,accept,20.20,1
45,6,12,accept,40.20,1
45,6,16,accept,40.20,1
45,6,20,accept,40.20,1
45,6,24,accept,40.20,1
45,6,28,accept,40.20,1
45,6,32,accept,40.20,1
45,6,36,accept,40.20,1
45,6,40,accept,40.20,1
45,8,12,reject,40.20,0
45,8,16,accept,40.20,1
45,8,20,accept,40.20,1
45,8,24,accept,40.20,1
45,8,28,accept,40.20,1
45,8,32,accept,40.20,1
45,8,36,accept,40.20,1
45,8,40,accept,40.20,1
45,10,12,reject,40.20,0
45,10,16,reject,40.20,0
45,10,20,accept,40.20,1
45,10,24,accept,40.20,1
45,10,28,accept,40.20,1
45,10,32,accept,40.20,1
45,10,36,accept,40.20,1
45,10,40,accept,40.20,1
45,12,12,accept,40.20,1
45,12,16,reject,40.20,0
45,12,20,accept,40.20,1
45,12,24,accept,40.20,1
45,12,28,accept,40.20,1
45,12,32,accept,40.20,1
45,12,36,accept,40.20,1
45,12,40,accept,40.20,1
45,14,12,reject,40.20,0
45,14,16,reject,40.20,0
45,14,20,accept,40.20,1
45,14,24,accept,40.20,1
45,14,28,accept,40.20,1
45,14,32,accept,40.20,1
45,14,36,accept,40.20,1
45,14,40,accept,40.20,1
45,16,12,reject,40.20,0
45,16,16,reject,40.20,0
45,16,20,accept,40.20,1
45,16,24,reject,40.20,0
45,16,28,accept,40.20,1
45,16,32,accept,40.20,1
45,16,36,accept,40.20,1
45,16,40,accept,40.20,1
45,18,12,reject,40.20,0
45,18,16,accept,40.20,1
45,18,20,accept,40.20,1
45,18,24,reject,40.20,0
45,18,28,accept,40.20,1
45,18,32,accept,40.20,1
45,18,36,accept,40.20,1
45,18,40,accept,40.20,1
45,20,12,accept,40.20,1
45,20,16,reject,40.20,0
45,20,20,reject,40.20,0
45,20,24,reject,40.20,0
45,20,28,accept,40.20,1
45,20,32,accept,40.20,1
45,20,36,accept,40.20,1
45,20,40,accept,40.20,1
47,12,12,reject,40.40,0
47,12,16,accept,40.40,1
47,12,20,accept,40.40,1
47,12,24,reject,40.40,0
47,12,28,reject,40.40,0
47,12,32,accept,40.40,1
47,12,36,reject,40.40,0
47,12,40,reject,40.40,0
47,16,12,accept,40.40,1
47,16,16,accept,40.40,1
47,16,20,reject,40.40,0
47,16,24,reject,40.40,0
47,16,28,reject,40.40,0
47,16,32,reject,40.40,0
47,16,36,reject,40.40,0
47,16,40,accept,40.40,1
47,20,12,accept,40.40,1
47,20,16,accept,40.40,1
47,20,20,reject,40.40,0
47,20,24,reject,40.40,0
47,20,28,reject,40.40,0
47,20,32,reject,40.40,0
47,20,36,accept,40.40,1
47,20,40,accept,40.40,1
47,24,12,accept,40.40,1
47,24,16,accept,40.40,1
47,24,20,reject,40.40,0
47,24,24,accept,40.40,1
47,24,28,reject,40.40,0
47,24,32,accept,40.40,1
47,24,36,reject,40.40,0
47,24,40,accept,40.40,1
47,28,12,accept,40.40,1
47,28,16,accept,40.40,1
47,28,20,accept,40.40,1
47,28,24,accept,40.40,1
47,28,28,accept,40.40,1
47,28,32,reject,40.40,0
47,28,36,accept,40.40,1
47,28,40,reject,40.40,0
47,32,12,accept,40.40,1
47,32,16,accept,40.40,1
47,32,20,reject,40.40,0
47,32,24,accept,40.40,1
47,32,28,accept,40.40,1
47,32,32,accept,40.40,1
47,32,36,accept,40.40,1
47,32,40,accept,40.40,1
47,36,12,reject,40.40,0
47,36,16,reject,40.40,0
47,36,20,accept,40.40,1
47,36,24,reject,40.40,0
47,36,28,accept,40.40,1
47,36,32,reject,40.40,0
47,36,36,reject,40.40,0
47,36,40,accept,40.40,1
47,40,12,accept,40.40,1
47,40,16,accept,40.40,1
47,40,20,reject,40.40,0
47,40,24,accept,40.40,1
47,40,28,reject,40.40,0
47,40,32,reject,40.40,0
47,40,36,accept,40.40,1
47,40,40,accept,40.40,1
46,12,6,reject,20.40,0
46,12,8,reject,20.40,0
46,12,10,reject,20.40,0
46,12,12,accept,20.40,1
46,12,14,accept,20.40,1
46,12,16,reject,20.40,0
46,12,18,accept,20.40,1
46,12,20,accept,20.40,1
46,16,6,reject,20.40,0
46,16,8,reject,20.40,0
46,16,10,reject,20.40,0
46,16,12,reject,20.40,0
46,16,14,reject,20.40,0
46,16,16,accept,20.40,1
46,16,18,accept,20.40,1
46,16,20,accept,20.40,1
46,20,6,reject,20.40,0
46,20,8,reject,20.40,0
46,20,10,reject,20.40,0
46,20,12,reject,20.40,0
46,20,14,reject,20.40,0
46,20,16,reject,20.40,0
46,20,18,accept,20.40,1
46,20,20,accept,20.40,1
46,24,6,reject,20.40,0
46,24,8,reject,20.40,0
46,24,10,reject,20.40,0
46,24,12,reject,20.40,0
46,24,14,reject,20.40,0
46,24,16,reject,20.40,0
46,24,18,reject,20.40,0
46,24,20,reject,20.40,0
46,28,6,reject,20.40,0
46,28,8,reject,20.40,0
46,28,10,reject,20.40,0
46,28,12,reject,20.40,0
46,28,14,reject,20.40,0
46,28,16,reject,20.40,0
46,28,18,reject,20.40,0
46,28,20,reject,20.40,0
46,32,6,reject,20.40,0
46,32,8,reject,20.40,0
46,32,10,reject,20.40,0
46,32,12,reject,20.40,0
46,32,14,reject,20.40,0
46,32,16,reject,20.40,0
46,32,18,reject,20.40,0
46,32,20,reject,20.40,0
46,36,6,reject,20.40,0
46,36,8,reject,20.40,0
46,36,10,reject,20.40,0
46,36,12,reject,20.40,0
46,36,14,reject,20.40,0
46,36,16,reject,20.40,0
46,36,18,reject,20.40,0
46,36,20,reject,20.40,0
46,40,6,reject,20.40,0
46,40,8,reject,20.40,0
46,40,10,reject,20.40,0
46,40,12,reject,20.40,0
46,40,14,reject,20.40,0
46,40,16,reject,20.40,0
46,40,18,reject,20.40,0
46,40,20,reject,20.40,0
50,12,6,reject,20.40,0
50,12,8,reject,20.40,0
50,12,10,accept,20.40,1
50,12,12,accept,20.40,1
50,12,14,accept,20.40,1
50,12,16,accept,20.40,1
50,12,18,accept,20.40,1
50,12,20,accept,20.40,1
50,16,6,accept,20.40,1
50,16,8,reject,20.40,0
50,16,10,reject,20.40,0
50,16,12,accept,20.40,1
50,16,14,accept,20.40,1
50,16,16,accept,20.40,1
50,16,18,accept,20.40,1
50,16,20,accept,20.40,1
50,20,6,reject,20.40,0
50,20,8,accept,20.40,1
50,20,10,reject,20.40,0
50,20,12,reject,20.40,0
50,20,14,accept,20.40,1
50,20,16,reject,20.40,0
50,20,18,reject,20.40,0
50,20,20,accept,20.40,1
50,24,6,reject,20.40,0
50,24,8,reject,20.40,0
50,24,10,reject,20.40,0
50,24,12,accept,20.40,1
50,24,14,reject,20.40,0
50,24,16,accept,20.40,1
50,24,18,reject,20.40,0
50,24,20,accept,20.40,1
50,28,6,accept,20.40,1
50,28,8,reject,20.40,0
50,28,10,accept,20.40,1
50,28,12,accept,20.40,1
50,28,14,accept,20.40,1
50,28,16,accept,20.40,1
50,28,18,reject,20.40,0
50,28,20,accept,20.40,1
50,32,6,reject,20.40,0
50,32,8,reject,20.40,0
50,32,10,reject,20.40,0
50,32,12,reject,20.40,0
50,32,14,accept,20.40,1
50,32,16,reject,20.40,0
50,32,18,reject,20.40,0
50,32,20,accept,20.40,1
50,36,6,reject,20.40,0
50,36,8,reject,20.40,0
50,36,10,reject,20.40,0
50,36,12,reject,20.40,0
50,36,14,reject,20.40,0
50,36,16,reject,20.40,0
50,36,18,accept,20.40,1
50,36,20,reject,20.40,0
50,40,6,reject,20.40,0
50,40,8,reject,20.40,0
50,40,10,accept,20.40,1
50,40,12,reject,20.40,0
50,40,14,reject,20.40,0
50,40,16,accept,20.40,1
50,40,18,reject,20.40,0
50,40,20,reject,20.40,0
48,6,6,accept,20.20,1
48,6,8,accept,20.20,1
48,6,10,accept,20.20,1
48,6,12,accept,20.20,1
48,6,14,accept,20.20,1
48,6,16,accept,20.20,1
48,6,18,reject,20.20,0
48,6,20,accept,20.20,1
48,8,6,accept,20.20,1
48,8,8,accept,20.20,1
48,8,10,accept,20.20,1
48,8,12,accept,20.20,1
48,8,14,accept,20.20,1
48,8,16,reject,20.20,0
48,8,18,accept,20.20,1
48,8,20,reject,20.20,0
48,10,6,accept,20.20,1
48,10,8,accept,20.20,1
48,10,10,accept,20.20,1
48,10,12,accept,20.20,1
48,10,14,reject,20.20,0
48,10,16,reject,20.20,0
48,10,18,accept,20.20,1
48,10,20,accept,20.20,1
48,12,6,accept,20.20,1
48,12,8,reject,20.20,0
48,12,10,accept,20.20,1
48,12,12,accept,20.20,1
48,12,14,accept,20.20,1
48,12,16,accept,20.20,1
48,12,18,reject,20.20,0
48,12,20,accept,20.20,1
48,14,6,accept,20.20,1
48,14,8,accept,20.20,1
48,14,10,accept,20.20,1
48,14,12,reject,20.20,0
48,14,14,accept,20.20,1
48,14,16,reject,20.20,0
48,14,18,accept,20.20,1
48,14,20,reject,20.20,0
48,16,6,accept,20.20,1
48,16,8,accept,20.20,1
48,16,10,accept,20.20,1
48,16,12,accept,20.20,1
48,16,14,reject,20.20,0
48,16,16,accept,20.20,1
48,16,18,reject,20.20,0
48,16,20,accept,20.20,1
48,18,6,accept,20.20,1
48,18,8,accept,20.20,1
48,18,10,accept,20.20,1
48,18,12,accept,20.20,1
48,18,14,accept,20.20,1
48,18,16,accept,20.20,1
48,18,18,accept,20.20,1
48,18,20,accept,20.20,1
48,20,6,reject,20.20,0
48,20,8,accept,20.20,1
48,20,10,reject,20.20,0
48,20,12,accept,20.20,1
48,20,14,accept,20.20,1
48,20,16,reject,20.20,0
48,20,18,accept,20.20,1
48,20,20,accept,20.20,1
49,6,12,reject,40.20,0
49,6,16,accept,40.20,1
49,6,20,accept,40.20,1
49,6,24,accept,40.20,1
49,6,28,accept,40.20,1
49,6,32,accept,40.20,1
49,6,36,accept,40.20,1
49,6,40,accept,40.20,1
